invoice_id,customer_id,product,quantity,price,total_revenue,country,invoice_date
25162,1477.0,Headphones,7,972.44,6807.08,Chile,2023-11-30
20206,1221.0,Headphones,9,567.01,5103.09,CO,2023-01-13
24875,1250.0,Laptop,5,159.41,797.05,ecuador,2023-08-30
21319,1312.0,Mouse,8,629.98,5039.84,Peru,2023-10-19
21141,1400.0,Keyboard,8,860.84,6886.72,CO,2023-05-30
24627,1111.0,Tablet,9,826.94,7442.46,ecuador,2023-03-01
27389,1254.0,Phone,1,990.27,990.27,CO,2023-08-07
22690,,Laptop,5,453.75,2268.75,Peru,2023-08-22
27323,1406.0,Laptop,4,463.07,1852.28,Chile,2023-05-12
23255,1206.0,Monitor,3,724.36,2173.08,CO,2023-01-09
28281,1228.0,Printer,7,323.68,2265.76,Colombia,2023-11-21
25213,1340.0,Phone,1,214.92,214.92,Chile,2023-03-13
24108,1397.0,Headphones,5,979.07,4895.35,ecuador,2023-08-18
23020,1065.0,Printer,1,287.14,287.14,ecuador,2023-02-20
21857,1074.0,Mouse,3,298.31,894.93,colombia,2023-10-28
28996,1434.0,Mouse,9,806.28,7256.52,Peru,2023-09-23
29136,1102.0,Tablet,6,627.52,3765.12,ecuador,2023-06-12
22789,1421.0,Tablet,7,438.28,3067.96,Chile,2023-08-26
23875,1191.0,Tablet,8,641.29,5130.32,ecuador,2023-11-05
27605,1251.0,Keyboard,8,713.32,5706.56,colombia,2023/05/15
29802,1225.0,Phone,6,833.67,5002.02,Chile,2023-10-28
28135,1293.0,Laptop,5,588.05,2940.25,Colombia,2023-09-11
26055,1305.0,Laptop,2,83.37,166.74,colombia,2023-12-24
23882,1097.0,Tablet,5,619.46,3097.3,ecuador,2023-04-28
27175,1337.0,Headphones,2,951.03,1902.06,Chile,2023-09-08
27129,1285.0,Headphones,1,384.19,384.19,colombia,2023-01-12
25021,1334.0,Keyboard,7,35.17,246.19,CO,2023-10-21
24735,1346.0,Tablet,6,591.64,3549.84,colombia,2023-03-06
22387,1434.0,Phone,2,701.23,1402.46,Chile,2023-10-27
26582,1446.0,Printer,4,474.74,1898.96,Chile,2023-07-28
29133,1481.0,Tablet,2,534.14,1068.28,Chile,2023-10-31
25866,1307.0,Headphones,7,833.92,5837.44,Ecuador,2023-04-26
22566,1248.0,Printer,2,988.99,1977.98,Peru,2023-02-22
20975,1165.0,Laptop,2,87.49,174.98,CO,2023-02-26
27212,1480.0,Tablet,4,369.5,1478.0,Ecuador,2023-09-11
29146,1471.0,Mouse,-1,446.45,-446.45,Peru,2023-02-04
21262,1334.0,Printer,9,43.45,391.05,ecuador,2023-11-25
25047,1029.0,Laptop,3,218.28,654.84,Chile,2023-03-08
29135,1246.0,Headphones,2,53.65,107.3,CO,2023-08-08
27382,1105.0,Monitor,7,43.1,301.7,Ecuador,2023-08-03
26231,1050.0,Laptop,8,107.03,856.24,Chile,2023-04-16
23327,1080.0,Headphones,3,344.57,1033.71,colombia,2023-03-06
25630,1132.0,Phone,-4,255.98,-1023.92,colombia,2023-10-13
22259,1284.0,Monitor,4,509.71,2038.84,Colombia,2023-12-19
21257,1387.0,Mouse,2,590.95,1181.9,colombia,2023-05-13
20464,1137.0,Laptop,4,81.55,326.2,Peru,2023-03-20
23294,1183.0,Tablet,5,664.62,3323.1,Peru,2023-06-08
26774,1400.0,Keyboard,1,444.82,444.82,Peru,2027-01-01
27431,1329.0,Monitor,8,494.69,3957.52,Peru,2023-12-22
21230,1272.0,Headphones,2,873.08,1746.16,ecuador,2023-09-28
29076,1339.0,Laptop,2,214.38,428.76,Ecuador,2023-02-24
23805,1471.0,Keyboard,6,343.87,2063.22,Chile,2023-06-21
26419,1068.0,Monitor,1,259.75,259.75,Chile,2023-05-26
25750,1033.0,Tablet,5,411.35,2056.75,Ecuador,2023-08-15
23856,1261.0,Headphones,9,24.06,216.54,Chile,2023-11-19
23135,,Phone,6,77.82,466.92,CO,2023-01-18
26953,1449.0,Keyboard,6,460.47,2762.82,Peru,2023-01-27
29116,1204.0,Tablet,2,136.57,273.14,Chile,2023-02-09
26034,1125.0,Tablet,1,710.78,710.78,Ecuador,2023-10-01
24589,1234.0,Printer,5,349.68,1748.4,Chile,2023-08-03
21546,1042.0,Headphones,9,524.8,4723.2,colombia,2023-04-17
26065,1239.0,Monitor,6,53.47,320.82,CO,2023-10-07
21094,1458.0,Printer,9,776.2,6985.8,colombia,2023-03-02
22411,1370.0,Printer,4,498.57,1994.28,ecuador,2023-11-02
22617,1110.0,Printer,7,739.86,5179.02,Ecuador,2023-05-02
28954,1248.0,Monitor,8,410.18,3081.44,Ecuador,2023-02-14
24145,1150.0,Headphones,1,851.76,851.76,CO,2023-04-17
22775,1182.0,Headphones,6,173.52,1041.12,CO,2023-12-23
26628,1335.0,Printer,-1,428.84,-428.84,CO,2023-10-07
23155,1094.0,Mouse,3,395.76,1187.28,Chile,2023-04-04
23970,1458.0,Phone,5,392.58,1962.9,Peru,2023-01-13
27972,1373.0,Tablet,3,599.4,1798.2,ecuador,2023-06-12
28775,1399.0,Keyboard,4,391.62,1566.48,CO,2023-12-03
25415,1007.0,Laptop,5,691.49,3457.45,CO,2023-10-02
24331,1387.0,Mouse,7,282.8,1979.6,CO,2023-03-07
21942,1359.0,Headphones,6,28.34,-170.04,Ecuador,2023-09-16
26026,1387.0,Printer,3,488.76,1466.28,Ecuador,2023-06-27
28301,1183.0,Headphones,8,328.45,2627.6,colombia,2023-01-17
20191,1280.0,Monitor,7,382.62,2678.34,ecuador,2023-06-21
29095,1194.0,Printer,7,784.57,5491.99,Chile,2023-05-29
20861,1351.0,Printer,7,324.78,2273.46,colombia,2023-01-29
26711,1194.0,Mouse,1,170.28,170.28,Chile,2023-10-06
29275,1154.0,Monitor,5,922.57,4612.85,colombia,2023-06-25
20649,1092.0,Laptop,5,203.61,1018.05,Ecuador,2023-06-24
24134,1159.0,Monitor,6,564.64,3387.84,Ecuador,2023-11-18
27587,1433.0,Monitor,4,269.92,1079.68,Colombia,2023-11-26
28828,1060.0,Mouse,8,312.39,2499.12,Peru,2023-08-21
21036,1121.0,Tablet,1,709.17,709.17,Ecuador,2023-07-25
24131,1050.0,Headphones,3,460.77,1382.31,Colombia,2023-04-03
22148,1402.0,Keyboard,6,404.17,2425.02,Colombia,2023-03-24
25457,1276.0,Keyboard,7,481.72,3372.04,Peru,2023-05-10
26079,1004.0,Headphones,7,724.43,5071.01,Peru,2023-04-05
22430,1465.0,Monitor,9,915.3,8237.7,ecuador,2023/05/15
21879,1091.0,Printer,3,456.08,1368.24,CO,2023-01-13
27542,1169.0,Printer,3,19.97,59.91,Ecuador,2023-08-12
22011,1316.0,Laptop,3,444.27,1332.81,ecuador,2023-08-29
23373,1021.0,Mouse,5,214.85,1074.25,Ecuador,2023-11-02
27357,,Monitor,8,527.75,4222.0,Chile,2023-06-28
21289,1325.0,Laptop,1,810.94,810.94,colombia,2023-11-03
21447,1000.0,Phone,4,675.17,2700.68,ecuador,2023-04-26
23199,1132.0,Keyboard,6,966.18,5797.08,Colombia,2023-05-22
26381,1232.0,Phone,1,866.41,866.41,ecuador,2023-11-28
27522,1011.0,Headphones,2,-93.36264817206576,13.27,colombia,2023-06-01
26059,1345.0,Printer,8,155.33,1242.64,Colombia,2023-08-18
23183,1045.0,Laptop,5,27.26,136.3,CO,2023-06-27
25462,1033.0,Mouse,4,82.85,331.4,CO,2023-11-03
23216,1432.0,Printer,2,781.28,1562.56,Peru,2023-10-08
23136,1077.0,Headphones,5,966.52,4832.6,colombia,2023-04-20
23318,1217.0,Headphones,8,212.44,1699.52,CO,2023-03-29
22782,1300.0,Monitor,4,146.99,587.96,ecuador,2023-09-19
29182,1410.0,Mouse,5,748.79,3743.95,CO,2023-01-03
27657,1072.0,Keyboard,7,514.96,3604.72,Ecuador,2023-01-18
24920,1281.0,Headphones,3,641.44,1924.32,Ecuador,2023-11-25
26324,1248.0,Printer,6,42.65,255.9,Ecuador,2023-03-13
26327,,Keyboard,9,833.51,7501.59,Colombia,2023-06-21
28417,1120.0,Tablet,6,673.62,4041.72,ecuador,2023-07-10
20776,1213.0,Printer,9,933.45,8401.05,Chile,2023-07-24
25208,1238.0,Monitor,2,115.42,230.84,colombia,2023-06-14
20687,1055.0,Phone,3,229.43,688.29,ecuador,2023-08-15
20529,,Phone,3,250.29,750.87,Chile,2023-07-23
25067,1106.0,Tablet,1,205.43,205.43,Colombia,2023-09-14
28080,1318.0,Phone,5,926.01,4630.05,Ecuador,2023-09-06
25518,1047.0,Mouse,7,948.0,6636.0,colombia,2023/05/15
22153,1060.0,Keyboard,8,637.71,5101.68,Peru,2023-11-18
29486,1336.0,Tablet,5,986.17,4930.85,colombia,2023-05-14
26094,1025.0,Laptop,8,768.37,6146.96,CO,2023-12-21
26974,,Phone,2,183.87,367.74,colombia,2023-04-17
29718,1256.0,Headphones,3,538.06,1614.18,ecuador,2023-04-30
24774,1007.0,Printer,8,264.2,2113.6,CO,2023-07-29
27692,1112.0,Printer,5,416.17,2080.85,Chile,2023-05-04
23103,1354.0,Laptop,1,906.93,906.93,CO,2023-12-22
22440,1252.0,Tablet,4,938.51,3754.04,Ecuador,2023-11-10
24135,1179.0,Monitor,2,770.72,1541.44,Colombia,2023-12-14
27124,1206.0,Mouse,8,507.11,4056.88,Peru,2023-01-27
25201,1302.0,Printer,9,260.33,2342.97,colombia,2023-09-30
20844,1126.0,Phone,2,47.74,95.48,Ecuador,2023-10-28
20446,1055.0,Printer,4,577.42,2309.68,Ecuador,2023-09-22
23915,1213.0,Mouse,9,334.17,3007.53,Ecuador,2023-01-01
23109,1013.0,Printer,1,787.03,787.03,CO,2023-06-13
21234,1473.0,Monitor,8,139.53,1116.24,colombia,2023-08-10
26587,1027.0,Keyboard,4,434.9,1739.6,Peru,2023-08-05
20226,1470.0,Keyboard,4,25.58,102.32,Peru,2023-05-15
24143,1077.0,Tablet,4,664.77,2659.08,Peru,2023-02-26
27185,1215.0,Headphones,8,92.37,738.96,ecuador,2023-07-29
25558,1385.0,Monitor,5,699.83,3499.15,ecuador,2023-05-08
20186,1364.0,Monitor,9,465.78,4192.02,Ecuador,2023-07-23
22535,1153.0,Mouse,4,652.16,2608.64,Chile,2023-09-17
21932,1013.0,Headphones,5,-31.72070302280544,-158.6,Chile,2023-12-15
29040,1186.0,Tablet,3,980.19,2940.57,Colombia,2023-09-29
22032,1311.0,Mouse,9,773.42,6960.78,Colombia,2023-01-18
21252,1370.0,Monitor,2,415.25,830.5,Chile,2023-08-28
25509,1006.0,Keyboard,1,607.6,607.6,colombia,2023-04-13
25074,1002.0,Tablet,5,59.52,297.6,ecuador,2023-10-05
21881,1110.0,Headphones,1,791.35,791.35,Colombia,2023-09-26
20269,1406.0,Monitor,3,789.38,2368.14,Ecuador,2025-09-09
21630,1237.0,Headphones,-3,825.11,-2475.33,Colombia,2023-06-23
24405,1362.0,Headphones,1,817.05,817.05,ecuador,2023-03-04
26139,1238.0,Laptop,7,595.18,4166.26,Peru,2023-12-27
21574,1492.0,Keyboard,7,904.94,6334.58,Chile,2023-08-08
21695,1273.0,Phone,5,738.54,3692.7,Peru,2023-06-03
23258,1293.0,Laptop,6,870.66,5223.96,Chile,2023-02-15
23262,1226.0,Headphones,8,342.61,2740.88,Ecuador,NULL
21445,1370.0,Printer,6,406.32,2437.92,Ecuador,2023-04-29
26263,1014.0,Laptop,4,978.54,3914.16,Peru,2023-09-19
28411,1191.0,Printer,-1,647.31,-647.31,ecuador,2023-04-13
20052,1472.0,Laptop,8,44.16,353.28,Ecuador,2023-02-06
29949,1118.0,Monitor,2,715.07,1430.14,Chile,2023-10-23
25570,1484.0,Mouse,6,603.11,3618.66,Colombia,2023-10-15
27579,1027.0,Phone,9,424.19,3817.71,CO,2023-08-03
21666,1201.0,Mouse,8,559.26,4474.08,Chile,2023-10-16
26901,1038.0,Laptop,2,567.04,1134.08,Colombia,2023-04-14
22785,1440.0,Headphones,5,225.05,1125.25,Colombia,2023-08-02
20719,1272.0,Printer,4,188.58,754.32,Peru,2023-06-28
28597,1230.0,Keyboard,7,223.31,1563.17,ecuador,2023-02-17
26855,1085.0,Keyboard,8,813.74,6509.92,ecuador,2023-11-30
22294,1473.0,Phone,2,732.31,1464.62,CO,2023-10-11
28263,1125.0,Phone,9,228.04,2052.36,Peru,2023-09-29
29421,1299.0,Phone,4,420.17,1680.68,Peru,2023-12-27
29759,1024.0,Mouse,5,930.64,4653.2,Ecuador,2023-11-03
24482,1144.0,Keyboard,6,963.85,5783.1,Ecuador,2023-02-01
20698,1012.0,Tablet,-2,634.22,-1268.44,Colombia,2023-02-26
27243,1211.0,Keyboard,4,376.39,1505.56,Chile,2023-11-14
29018,1024.0,Phone,1,136.35,136.35,Chile,2023-10-06
25918,1067.0,Keyboard,9,158.34,1425.06,Ecuador,2023-06-07
20348,1393.0,Monitor,6,948.36,4801.39,ecuador,2023-03-19
25374,1066.0,Laptop,2,311.59,623.18,ecuador,2023-09-09
27869,1232.0,Laptop,5,30.27,151.35,CO,2023-07-24
20307,1108.0,Headphones,9,536.59,4829.31,Ecuador,2023-12-19
23416,1145.0,Phone,-4,999.51,-3998.04,Chile,2023-08-15
24820,1110.0,Phone,4,824.99,3299.96,ecuador,2023-02-10
23558,1227.0,Monitor,7,235.17,1646.19,colombia,2023-06-10
24478,1110.0,Headphones,7,117.52,822.64,CO,2023-05-31
26531,1469.0,Keyboard,9,680.36,6123.24,CO,2023-01-30
24620,1033.0,Monitor,1,206.93,206.93,Ecuador,2023-02-08
22985,1110.0,Mouse,8,838.65,6709.2,Colombia,2023-10-15
28112,1263.0,Phone,8,100.44,803.52,Chile,2023-09-26
28467,1423.0,Laptop,5,143.45,717.25,colombia,2023-11-08
22547,1368.0,Monitor,2,445.75,891.5,Colombia,2023-02-03
20336,1235.0,Mouse,3,393.26,1179.78,Chile,2023-04-21
22979,1082.0,Laptop,8,355.98,2847.84,Peru,2023-12-06
23968,1041.0,Laptop,7,670.24,4691.68,colombia,2023-07-21
20910,1424.0,Laptop,3,592.21,1776.63,Peru,2023-11-04
21996,1100.0,Headphones,2,10.18,20.36,colombia,2023-05-14
23129,,Monitor,5,718.35,3591.75,ecuador,2023-01-28
25447,1179.0,Laptop,5,343.42,1717.1,colombia,2023-11-13
26129,1281.0,Printer,2,933.17,2241.48,colombia,2023-07-21
25850,1319.0,Tablet,5,844.52,4222.6,Chile,2023-04-15
24204,1225.0,Tablet,3,395.88,1187.64,colombia,2023-12-20
27446,1442.0,Printer,7,132.99,930.93,colombia,2023-10-14
28519,1439.0,Monitor,4,668.48,2673.92,Peru,2023-10-07
29991,1314.0,Printer,7,953.64,6675.48,CO,2023-07-01
20314,1364.0,Laptop,3,-7.995220474764237,-23.99,Chile,2023-06-25
21134,1453.0,Keyboard,7,455.88,3191.16,Ecuador,2023-02-16
24876,1228.0,Phone,1,476.4,476.4,Chile,2023-12-16
28102,1376.0,Headphones,6,133.37,800.22,Colombia,2023-01-29
29712,1288.0,Tablet,8,711.09,5688.72,Ecuador,2023-01-14
28347,1436.0,Phone,5,257.74,1288.7,ecuador,2023-11-09
25592,1149.0,Tablet,7,745.23,5216.61,Ecuador,2023-10-22
21724,1276.0,Phone,3,867.04,2601.12,Peru,2023-02-06
23343,1197.0,Keyboard,6,647.43,3884.58,CO,2023-11-25
20886,1069.0,Phone,4,761.89,3047.56,colombia,2023-02-13
20721,1111.0,Headphones,6,731.74,4390.44,colombia,2023-03-16
27678,1003.0,Monitor,2,508.18,1016.36,CO,2023-10-29
29104,1349.0,Keyboard,6,564.61,3387.66,ecuador,2023-04-30
23357,1330.0,Headphones,5,966.4,4832.0,Colombia,2023-09-02
20870,1445.0,Phone,7,910.21,6371.47,Peru,2023-05-16
26751,1317.0,Keyboard,7,738.72,5171.04,Peru,2023-11-24
20497,1349.0,Monitor,7,583.59,3885.13,CO,2023-12-27
21756,1094.0,Monitor,2,896.16,1792.32,CO,2023-08-29
21117,1151.0,Mouse,3,894.71,2684.13,Peru,2023/05/15
22828,1310.0,Tablet,4,567.08,2268.32,Colombia,2023-04-07
21647,1136.0,Monitor,6,922.74,5536.44,Colombia,2023-01-08
26992,1246.0,Printer,1,232.65,232.65,Peru,2023-04-18
26771,1386.0,Laptop,8,474.6,3796.8,ecuador,2023-12-12
20142,1242.0,Mouse,8,374.11,2992.88,colombia,2023-10-29
22761,1030.0,Monitor,3,985.36,2956.08,Peru,2023-02-08
23435,1039.0,Monitor,4,702.55,2810.2,ecuador,02-12-2023
26622,1228.0,Tablet,5,516.91,2584.55,CO,2023-11-07
27069,1035.0,Laptop,2,347.61,695.22,colombia,2023-06-13
24512,1407.0,Monitor,6,531.5,2543.62,Ecuador,2023-05-06
21848,1222.0,Mouse,2,-78.84309895532813,-157.69,Ecuador,2023-12-11
22696,1005.0,Headphones,2,237.66,475.32,colombia,2027-01-01
21717,1321.0,Monitor,6,878.6,7723.64,Peru,2023-07-26
23072,1467.0,Monitor,2,900.86,1801.72,Chile,2023-01-20
29259,,Tablet,5,200.25,1001.25,ecuador,2023-05-27
22786,1074.0,Printer,4,983.12,3932.48,Peru,2023-01-06
23791,1003.0,Headphones,4,636.7,2546.8,Chile,2023-08-19
29480,,Tablet,3,266.65,799.95,CO,2023-09-20
23871,1133.0,Printer,9,354.53,3190.77,CO,2023-09-15
21806,1117.0,Headphones,6,616.19,3697.14,Peru,2023-01-24
21504,1368.0,Mouse,2,72.46,144.92,ecuador,2023-03-22
23308,1093.0,Headphones,8,319.36,2554.88,ecuador,2023-07-27
27117,1485.0,Tablet,9,978.79,8809.11,colombia,2023-10-15
25048,1434.0,Tablet,1,-73.05135738059678,-73.05,CO,2023-06-29
28263,,Phone,1,248.79,248.79,Colombia,2023-09-30
21690,1440.0,Monitor,2,972.38,3158.27,Ecuador,2023-12-03
29536,1193.0,Keyboard,8,981.6,7852.8,Colombia,2023-04-08
23303,1334.0,Printer,6,487.68,2926.08,Chile,2023-11-09
23113,1202.0,Phone,9,678.44,6105.96,CO,2023-01-23
29074,1391.0,Keyboard,1,467.87,467.87,colombia,2023-10-17
27850,1025.0,Tablet,7,34.0,238.0,colombia,2023-05-27
26416,1434.0,Phone,2,179.98,359.96,Chile,2023-05-01
21504,1172.0,Monitor,6,916.77,5500.62,Peru,2023-01-18
28924,1299.0,Tablet,8,20.42,163.36,CO,2023-10-04
29940,1132.0,Headphones,1,686.19,886.19,Ecuador,2023-01-02
23924,1325.0,Headphones,8,838.96,6711.68,Peru,2023-11-08
28615,,Keyboard,-4,649.5,-2598.0,Ecuador,2023-02-25
29783,1117.0,Tablet,7,208.76,1461.32,colombia,2023-11-16
24485,1323.0,Keyboard,9,445.73,4011.57,Ecuador,2023-07-03
28100,1274.0,Headphones,4,491.58,1966.32,colombia,2023-02-10
28684,1211.0,Laptop,4,681.86,4015.8,Chile,2023-12-10
20191,1224.0,Laptop,8,314.36,2514.88,ecuador,2023-06-08
28690,1019.0,Mouse,6,915.88,5495.28,ecuador,2023-11-29
24917,1112.0,Laptop,4,782.02,3128.08,ecuador,2023-07-16
25831,1139.0,Laptop,8,859.37,6874.96,Peru,2023-06-27
29448,1046.0,Keyboard,5,889.81,4449.05,ecuador,2023-07-15
24322,1000.0,Monitor,5,287.41,1437.05,Colombia,2023-09-28
26999,1089.0,Keyboard,8,797.63,6381.04,Colombia,2023-02-21
29008,1141.0,Monitor,6,239.47,1436.82,Chile,2023-09-09
27282,1319.0,Headphones,9,460.81,4147.29,CO,2023-07-20
29665,1037.0,Laptop,3,397.75,1193.25,Chile,2023-05-20
29278,1292.0,Headphones,1,424.26,424.26,Ecuador,2023-09-05
21874,1381.0,Headphones,8,463.06,3704.48,Colombia,2023-11-18
29062,1138.0,Laptop,3,235.22,705.66,Chile,2023-09-13
24763,1355.0,Phone,3,74.19,222.57,Colombia,2023-07-17
28464,1332.0,Laptop,7,433.17,3032.19,Chile,2027-01-01
29221,1490.0,Printer,6,730.32,4381.92,Chile,2023-04-14
21051,1258.0,Printer,7,543.2,3802.4,Colombia,2023-04-25
29765,1160.0,Phone,7,892.14,6244.98,ecuador,2023-09-30
27538,1389.0,Keyboard,-3,156.05,-468.15,Colombia,2023-02-08
27411,1177.0,Mouse,4,23.29,93.16,Chile,2023-02-16
26320,1009.0,Keyboard,2,31.43,62.86,colombia,2023-12-27
22105,1260.0,Monitor,-3,683.18,-2049.54,Chile,2023-03-06
20307,1406.0,Printer,5,929.99,4649.95,ecuador,2023-10-31
27737,1137.0,Tablet,5,765.03,3825.15,CO,2023-06-30
23359,1171.0,Phone,7,241.85,1692.95,Colombia,2023-10-02
23176,1385.0,Tablet,3,219.68,659.04,Peru,2023-10-26
21251,1012.0,Headphones,5,962.36,4811.8,Chile,2023-02-20
25366,1167.0,Monitor,7,731.07,5117.49,Ecuador,2023-03-13
21517,1129.0,Monitor,5,510.17,2550.85,CO,2023-09-10
26226,1083.0,Mouse,6,684.12,4104.72,Ecuador,2023-02-18
25305,1320.0,Laptop,2,891.92,1783.84,Colombia,2023-09-20
29570,1318.0,Phone,7,703.21,4922.47,Peru,2023-03-03
25869,1100.0,Phone,5,174.65,873.25,Chile,2023-05-05
28039,1328.0,Headphones,2,298.66,597.32,Colombia,2023-01-29
24891,1272.0,Laptop,3,245.9,737.7,Ecuador,2023-04-16
24992,1264.0,Keyboard,8,28.27,226.16,Colombia,2023-06-22
21961,1458.0,Headphones,2,709.72,1419.44,ecuador,2023-10-12
22863,1398.0,Phone,2,201.8,403.6,Ecuador,2023-09-08
26603,1407.0,Tablet,4,517.47,2069.88,Chile,2023-04-18
24567,1037.0,Mouse,8,861.91,6895.28,Chile,2023-10-20
26513,1418.0,Laptop,3,801.58,2404.74,colombia,2023-05-03
24005,1093.0,Monitor,3,353.58,1060.74,ecuador,2023/05/15
29114,1094.0,Headphones,1,26.75,26.75,CO,2023-04-30
20183,1304.0,Laptop,4,728.92,2915.68,Colombia,2023-04-16
27755,1068.0,Printer,9,168.47,1516.23,Chile,2023-06-08
23358,1317.0,Laptop,-2,29.7,-59.4,colombia,2023-06-04
26615,1443.0,Tablet,1,926.88,926.88,Colombia,2023-03-26
29590,1235.0,Monitor,2,935.87,1871.74,Chile,2023-10-27
26797,1433.0,Keyboard,8,895.58,7164.64,ecuador,2023-09-04
28728,1333.0,Phone,7,93.16,652.12,Colombia,2023/05/15
27678,1372.0,Printer,7,519.33,3635.31,colombia,2023-12-22
25698,1375.0,Monitor,1,926.95,926.95,Chile,2023-02-14
21273,1458.0,Phone,3,954.83,2864.49,Ecuador,2023-05-28
26653,1136.0,Tablet,9,63.46,571.14,Peru,2023-04-11
21096,1417.0,Keyboard,3,979.47,2938.41,ecuador,2023-04-04
29497,1075.0,Mouse,9,923.01,8307.09,Chile,2023-05-13
29107,1482.0,Tablet,4,58.08,232.32,Colombia,2023-10-09
28002,1034.0,Mouse,6,436.12,2616.72,Peru,2023-01-01
24247,1000.0,Monitor,7,926.27,6483.89,ecuador,2023-02-27
29220,1295.0,Mouse,1,117.04,117.04,CO,2023-03-18
25314,1319.0,Phone,6,107.67,646.02,ecuador,2027-01-01
23354,1405.0,Tablet,6,68.74,412.44,Colombia,2023-06-07
20270,1059.0,Printer,6,489.2,2599.77,ecuador,2023-05-14
21186,1319.0,Headphones,7,875.36,6127.52,Peru,2023-04-09
26305,1348.0,Monitor,6,258.48,1550.88,CO,2023-01-28
22398,1327.0,Phone,8,286.47,2291.76,Peru,2023-09-28
26995,1266.0,Keyboard,6,86.86,521.16,Ecuador,2023-10-13
27299,1360.0,Phone,9,908.95,8180.55,Colombia,2025-11-25
24182,1228.0,Printer,2,288.45,576.9,ecuador,2023-12-17
29903,1269.0,Monitor,1,395.47,395.47,Ecuador,2023-08-01
22230,1315.0,Mouse,-1,483.1,-483.1,Colombia,2023-02-09
26511,1285.0,Printer,5,708.54,3542.7,colombia,2023-04-18
20128,1290.0,Phone,6,802.51,4815.06,Ecuador,2023-01-23
29461,1212.0,Keyboard,1,788.68,788.68,Ecuador,2023-03-19
23672,1164.0,Phone,1,240.4,240.4,CO,2023-12-25
29793,1004.0,Tablet,5,297.19,1485.95,Colombia,2023-09-01
24765,1338.0,Mouse,8,340.28,2722.24,Colombia,2023-11-12
23970,1378.0,Printer,9,257.56,2318.04,Peru,2023-12-05
27545,1077.0,Tablet,-4,293.94,-1175.76,ecuador,2023-05-14
25552,1409.0,Printer,6,742.11,4452.66,Colombia,2023-10-13
20627,1061.0,Keyboard,9,707.75,6369.75,Colombia,2023-10-24
26589,1131.0,Keyboard,1,440.26,440.26,Peru,2023-11-16
22044,1088.0,Headphones,8,525.78,4206.24,Chile,2023-12-10
22341,1236.0,Phone,4,209.24,836.96,Colombia,2023-03-07
25884,1041.0,Laptop,9,441.15,3970.35,Colombia,2023-06-17
28185,1088.0,Tablet,5,788.32,3941.6,Chile,2023-05-11
20249,1401.0,Mouse,8,109.36,874.88,Chile,09-10-2023
22925,1295.0,Tablet,8,67.0,536.0,ecuador,2023-09-20
25043,1327.0,Phone,8,389.25,3114.0,Colombia,2023-10-18
20974,1294.0,Printer,6,453.59,2721.54,Peru,2023-03-19
29517,1103.0,Phone,4,605.53,2422.12,ecuador,2023-01-28
27192,1013.0,Mouse,5,371.38,1856.9,Ecuador,2023-05-04
29175,1287.0,Monitor,6,508.2,3049.2,Chile,2023-04-07
29080,1178.0,Keyboard,3,595.59,1786.77,Ecuador,2023-09-28
22672,1124.0,Phone,2,517.94,1035.88,colombia,2023-04-09
27279,1421.0,Keyboard,3,779.09,2337.27,CO,2023-06-03
27531,1352.0,Printer,3,710.94,2132.82,CO,2023-05-25
29518,1022.0,Headphones,9,352.97,3176.73,colombia,2023-08-02
28662,,Mouse,3,826.96,2480.88,colombia,2023-01-15
21987,1142.0,Phone,5,316.45,1582.25,CO,2023-12-07
20090,1480.0,Phone,7,887.51,6212.57,CO,2023-06-21
28721,1152.0,Headphones,5,649.94,3249.7,ecuador,2023-07-20
24059,1144.0,Mouse,4,849.03,3396.12,CO,2023-03-13
22773,1224.0,Printer,9,405.96,3653.64,colombia,2023-11-03
29878,1494.0,Headphones,8,496.89,3975.12,Chile,2023-06-01
28383,1449.0,Monitor,6,285.93,1715.58,Peru,2023-08-13
27409,1461.0,Mouse,2,401.45,802.9,colombia,2023-08-29
24440,1308.0,Printer,7,572.16,4005.12,Colombia,2023-07-29
27347,1103.0,Phone,2,184.99,369.98,CO,2023-02-12
21008,1103.0,Phone,7,787.35,5511.45,ecuador,2023-06-18
23783,1434.0,Tablet,1,295.78,295.78,Peru,2023-04-19
26646,1038.0,Tablet,4,-21.68021239009709,-86.72,Peru,2023-10-07
24298,1434.0,Keyboard,7,424.08,2968.56,CO,2023-01-28
24668,1197.0,Tablet,-4,195.54,-782.16,Chile,2023-04-01
24287,1133.0,Monitor,3,605.02,1815.06,Peru,2023-02-07
22052,1066.0,Tablet,5,783.14,3915.7,colombia,2023-12-16
26009,1390.0,Phone,4,-7.63949722559619,-30.56,CO,2023-02-07
21716,1178.0,Printer,2,382.62,765.24,Ecuador,2023-12-25
20310,1455.0,Headphones,4,890.55,3562.2,Chile,2023-03-09
24538,1041.0,Monitor,9,673.65,6062.85,CO,2023-12-02
21260,1447.0,Phone,2,663.37,1326.74,CO,2023-06-06
23932,1499.0,Phone,4,350.98,1403.92,CO,2023-01-26
20584,1014.0,Mouse,6,627.2,3763.2,Chile,2023-05-02
27616,1110.0,Monitor,2,162.48,324.96,Chile,19-09-2023
28551,1156.0,Keyboard,7,400.32,3885.83,Ecuador,2023-12-16
22866,,Laptop,9,57.79,520.11,Ecuador,2023-04-30
25898,1499.0,Headphones,2,604.18,1208.36,Ecuador,NULL
22011,1477.0,Monitor,7,903.87,6327.09,Peru,2023-04-19
