invoice_id,customer_id,product,quantity,price,total_revenue,country,invoice_date,year,month,day_of_week,revenue_bin
24008,1193,Keyboard,7,641.02,4487.14,Colombia,2023-01-03,2023,1,Tuesday,High
24994,1004,Keyboard,2,14.32,28.64,Ecuador,2023-11-29,2023,11,Wednesday,Low
24234,1028,Headphones,1,933.89,933.89,Colombia,2023-11-27,2023,11,Monday,Low
24637,1421,Monitor,8,727.62,5820.96,Peru,2023-12-01,2023,12,Friday,High
22104,1338,Printer,9,317.86,2860.74,Ecuador,2023-04-18,2023,4,Tuesday,Medium
29447,1135,Headphones,4,401.53,1606.12,Colombia,2023-11-08,2023,11,Wednesday,Medium
22607,1320,Monitor,8,582.8,4662.4,Colombia,2023-12-27,2023,12,Wednesday,High
28385,1341,Headphones,5,943.92,4719.6,Peru,2023-03-28,2023,3,Tuesday,High
23719,1499,Printer,4,757.88,3031.52,Ecuador,2023-05-21,2023,5,Sunday,High
22581,1144,Phone,8,120.47,963.76,Chile,2023-02-17,2023,2,Friday,Low
22565,1326,Phone,2,734.97,1469.94,Colombia,2023-10-09,2023,10,Monday,Medium
26328,1300,Keyboard,8,832.38,6659.04,Ecuador,2023-08-22,2023,8,Tuesday,High
25991,1131,Printer,9,974.93,8774.37,Colombia,2023-12-03,2023,12,Sunday,High
23406,1291,Headphones,1,737.63,737.63,Ecuador,2023-09-25,2023,9,Monday,Low
28923,1069,Tablet,9,47.82,430.38,Chile,2023-08-28,2023,8,Monday,Low
24780,1251,Mouse,9,829.76,7467.84,Ecuador,2023-10-20,2023,10,Friday,High
24177,1414,Mouse,1,15.87,15.87,Colombia,2023-06-15,2023,6,Thursday,Low
26476,1274,Mouse,6,848.93,5093.58,Ecuador,2023-05-22,2023,5,Monday,High
22604,1444,Keyboard,4,729.83,2919.32,Colombia,2023-05-06,2023,5,Saturday,Medium
28181,1363,Headphones,6,613.35,3680.1,Chile,2023-03-04,2023,3,Saturday,High
22382,1181,Keyboard,4,97.13,388.52,Ecuador,2023-09-11,2023,9,Monday,Low
20531,1166,Phone,8,395.37,3162.96,Colombia,2023-07-08,2023,7,Saturday,High
26079,1090,Monitor,4,396.17,1584.68,Ecuador,2023-02-03,2023,2,Friday,Medium
29961,1345,Laptop,6,827.12,4962.72,Peru,2023-06-28,2023,6,Wednesday,High
20002,1018,Laptop,4,285.27,1141.08,Peru,2023-01-13,2023,1,Friday,Medium
28397,1038,Tablet,7,15.27,106.89,Colombia,2023-11-14,2023,11,Tuesday,Low
25626,1450,Tablet,2,648.46,1296.92,Colombia,2023-03-09,2023,3,Thursday,Medium
27739,1172,Laptop,2,347.47,694.94,Colombia,2023-05-13,2023,5,Saturday,Low
26003,1140,Mouse,9,658.02,5922.18,Ecuador,2023-09-09,2023,9,Saturday,High
22890,1241,Tablet,1,596.0,596.0,Ecuador,2023-03-30,2023,3,Thursday,Low
26239,1219,Keyboard,6,431.31,2587.86,Colombia,2023-09-04,2023,9,Monday,Medium
20897,1147,Keyboard,4,176.55,706.2,Ecuador,2023-12-15,2023,12,Friday,Low
29471,1455,Laptop,9,652.21,5869.89,Colombia,2023-06-22,2023,6,Thursday,High
20670,1316,Laptop,3,943.18,2829.54,Colombia,2023-07-27,2023,7,Thursday,Medium
26460,1422,Phone,5,173.72,868.6,Colombia,2023-09-29,2023,9,Friday,Low
25255,1386,Printer,5,50.82,254.1,Colombia,2023-02-27,2023,2,Monday,Low
20249,1460,Laptop,1,441.69,441.69,Colombia,2023-05-15,2023,5,Monday,Low
26457,1347,Phone,6,347.17,2083.02,Ecuador,2023-02-03,2023,2,Friday,Medium
21892,1189,Headphones,9,503.15,4528.35,Colombia,2023-01-20,2023,1,Friday,High
23439,1190,Mouse,1,293.79,293.79,Ecuador,2023-08-03,2023,8,Thursday,Low
29695,1408,Laptop,6,112.74,676.44,Ecuador,2023-09-26,2023,9,Tuesday,Low
23792,1311,Monitor,3,662.35,1987.05,Ecuador,2023-12-19,2023,12,Tuesday,Medium
25330,1416,Keyboard,3,872.83,2618.49,Colombia,2023-02-20,2023,2,Monday,Medium
27871,1421,Phone,4,312.52,1250.08,Colombia,2023-03-28,2023,3,Tuesday,Medium
28235,1116,Tablet,9,512.56,4613.04,Colombia,2023-02-11,2023,2,Saturday,High
24678,1043,Tablet,6,564.75,3388.5,Colombia,2023-01-26,2023,1,Thursday,High
29480,1159,Headphones,6,847.66,5085.96,Colombia,2023-11-02,2023,11,Thursday,High
28411,1316,Printer,5,976.31,4881.55,Ecuador,2023-09-21,2023,9,Thursday,High
21925,1302,Laptop,9,39.72,357.48,Colombia,2023-07-13,2023,7,Thursday,Low
20990,1079,Monitor,2,928.29,1856.58,Ecuador,2023-12-22,2023,12,Friday,Medium
21812,1373,Mouse,7,120.48,843.36,Ecuador,2023-10-31,2023,10,Tuesday,Low
28995,1212,Tablet,8,579.79,4638.32,Colombia,2023-02-23,2023,2,Thursday,High
25876,1251,Tablet,7,227.91,1595.37,Ecuador,2023-12-24,2023,12,Sunday,Medium
29685,1228,Keyboard,3,923.27,2769.81,Ecuador,2023-03-28,2023,3,Tuesday,Medium
22891,1146,Keyboard,6,509.98,3059.88,Ecuador,2023-07-13,2023,7,Thursday,High
29897,1019,Keyboard,9,859.08,7731.72,Colombia,2023-10-30,2023,10,Monday,High
23516,1440,Headphones,5,115.82,579.1,Colombia,2023-07-28,2023,7,Friday,Low
23340,1401,Printer,8,743.37,5946.96,Colombia,2023-11-16,2023,11,Thursday,High
20053,1232,Monitor,9,708.43,6375.87,Colombia,2023-12-19,2023,12,Tuesday,High
22575,1304,Tablet,2,750.27,1500.54,Colombia,2023-12-24,2023,12,Sunday,Medium
20615,1013,Phone,5,628.78,3143.9,Ecuador,2023-10-30,2023,10,Monday,High
25944,1142,Headphones,5,804.44,4022.2,Colombia,2023-04-28,2023,4,Friday,High
27404,1414,Laptop,5,385.1,1925.5,Ecuador,2023-08-31,2023,8,Thursday,Medium
26859,1053,Laptop,9,95.39,858.51,Ecuador,2023-04-26,2023,4,Wednesday,Low
28841,1373,Tablet,4,773.86,3095.44,Colombia,2023-05-30,2023,5,Tuesday,High
25455,1143,Tablet,6,357.41,2144.46,Peru,2023-05-31,2023,5,Wednesday,Medium
23801,1470,Phone,1,801.68,801.68,Ecuador,2023-06-01,2023,6,Thursday,Low
22561,1440,Headphones,5,498.15,2490.75,Peru,2023-11-22,2023,11,Wednesday,Medium
26539,1458,Tablet,7,707.31,4951.17,Colombia,2023-11-12,2023,11,Sunday,High
20857,1329,Headphones,1,627.65,627.65,Colombia,2023-04-22,2023,4,Saturday,Low
24886,1223,Printer,3,647.46,1942.38,Ecuador,2023-12-10,2023,12,Sunday,Medium
27485,1271,Mouse,2,403.75,807.5,Ecuador,2023-02-24,2023,2,Friday,Low
20383,1455,Phone,1,894.07,894.07,Colombia,2023-06-16,2023,6,Friday,Low
24334,1357,Phone,8,939.72,7517.76,Chile,2023-09-24,2023,9,Sunday,High
24290,1459,Keyboard,1,539.77,539.77,Chile,2023-07-28,2023,7,Friday,Low
22725,1407,Printer,7,682.45,4777.15,Colombia,2023-07-07,2023,7,Friday,High
26111,1372,Tablet,2,795.37,1590.74,Ecuador,2023-07-02,2023,7,Sunday,Medium
24251,1007,Printer,2,939.37,1878.74,Colombia,2023-01-27,2023,1,Friday,Medium
20922,1121,Headphones,5,41.05,205.25,Chile,2023-07-21,2023,7,Friday,Low
22915,1347,Phone,8,636.6,5092.8,Colombia,2023-01-21,2023,1,Saturday,High
27957,1163,Headphones,9,72.34,651.06,Colombia,2023-04-05,2023,4,Wednesday,Low
23046,1089,Headphones,2,786.66,1573.32,Colombia,2023-09-15,2023,9,Friday,Medium
29166,1135,Tablet,2,143.44,286.88,Chile,2023-08-24,2023,8,Thursday,Low
21230,1185,Phone,4,177.41,709.64,Colombia,2023-12-19,2023,12,Tuesday,Low
27647,1315,Laptop,5,325.07,1625.35,Colombia,2023-11-27,2023,11,Monday,Medium
24933,1177,Phone,5,561.36,2806.8,Colombia,2023-05-04,2023,5,Thursday,Medium
29555,1027,Keyboard,8,226.78,1814.24,Colombia,2023-10-02,2023,10,Monday,Medium
23940,1219,Keyboard,1,539.56,539.56,Ecuador,2023-12-21,2023,12,Thursday,Low
26483,1356,Headphones,1,140.75,140.75,Colombia,2023-11-24,2023,11,Friday,Low
20203,1040,Keyboard,5,39.99,199.95,Colombia,2023-05-15,2023,5,Monday,Low
20160,1227,Monitor,1,281.18,281.18,Ecuador,2023-03-03,2023,3,Friday,Low
28960,1191,Tablet,5,239.54,1197.7,Colombia,2023-01-03,2023,1,Tuesday,Medium
26718,1446,Laptop,1,199.58,199.58,Chile,2023-01-03,2023,1,Tuesday,Low
21093,1200,Headphones,9,723.68,6513.12,Colombia,2023-02-03,2023,2,Friday,High
25710,1460,Keyboard,4,559.05,2236.2,Chile,2023-09-17,2023,9,Sunday,Medium
29732,1219,Tablet,9,838.85,7549.65,Peru,2023-01-10,2023,1,Tuesday,High
22875,1239,Tablet,8,741.39,5931.12,Ecuador,2023-06-04,2023,6,Sunday,High
23191,1412,Printer,3,510.53,1531.59,Colombia,2023-06-25,2023,6,Sunday,Medium
21837,1396,Mouse,7,134.79,943.53,Colombia,2023-03-15,2023,3,Wednesday,Low
20689,1045,Keyboard,3,410.32,1230.96,Peru,2023-04-22,2023,4,Saturday,Medium
23759,1034,Phone,2,703.81,1407.62,Chile,2023-04-20,2023,4,Thursday,Medium
22103,1252,Mouse,3,381.62,1144.86,Colombia,2023-03-27,2023,3,Monday,Medium
20365,1389,Printer,9,798.22,7183.98,Ecuador,2023-11-21,2023,11,Tuesday,High
28092,1081,Headphones,3,33.22,99.66,Colombia,2023-12-21,2023,12,Thursday,Low
24172,1370,Printer,6,541.5,3249.0,Ecuador,2023-04-22,2023,4,Saturday,High
22378,1196,Mouse,3,398.6,1195.8,Colombia,2023-04-19,2023,4,Wednesday,Medium
21205,1302,Mouse,8,824.51,6596.08,Peru,2023-07-24,2023,7,Monday,High
24988,1408,Keyboard,6,453.88,2723.28,Ecuador,2023-05-27,2023,5,Saturday,Medium
25669,1449,Headphones,9,129.14,1162.26,Colombia,2023-08-07,2023,8,Monday,Medium
22735,1009,Tablet,3,759.89,2279.67,Ecuador,2023-09-16,2023,9,Saturday,Medium
29867,1311,Tablet,3,737.14,2211.42,Ecuador,2023-05-31,2023,5,Wednesday,Medium
28490,1285,Mouse,8,28.69,229.52,Chile,2023-04-17,2023,4,Monday,Low
20956,1241,Printer,5,420.34,2101.7,Colombia,2023-12-18,2023,12,Monday,Medium
29306,1250,Keyboard,6,701.65,4209.9,Ecuador,2023-01-13,2023,1,Friday,High
26623,1364,Keyboard,5,244.61,1223.05,Ecuador,2023-08-02,2023,8,Wednesday,Medium
21474,1004,Tablet,5,207.39,1036.95,Chile,2023-06-08,2023,6,Thursday,Low
24460,1118,Monitor,8,407.82,3262.56,Colombia,2023-12-13,2023,12,Wednesday,High
27002,1288,Monitor,3,759.83,2279.49,Ecuador,2023-10-06,2023,10,Friday,Medium
26396,1373,Keyboard,3,989.62,2968.86,Colombia,2023-02-07,2023,2,Tuesday,Medium
22850,1145,Tablet,3,337.49,1012.47,Chile,2023-08-09,2023,8,Wednesday,Low
22964,1223,Tablet,1,54.3,54.3,Peru,2023-04-30,2023,4,Sunday,Low
24594,1238,Keyboard,5,957.74,4788.7,Chile,2023-01-11,2023,1,Wednesday,High
29141,1176,Mouse,2,316.67,633.34,Colombia,2023-01-14,2023,1,Saturday,Low
26644,1266,Printer,7,667.07,4669.49,Peru,2023-03-10,2023,3,Friday,High
20919,1062,Phone,4,88.99,355.96,Ecuador,2023-09-30,2023,9,Saturday,Low
28305,1216,Mouse,4,943.48,3773.92,Colombia,2023-12-15,2023,12,Friday,High
23504,1341,Tablet,9,935.45,8419.05,Ecuador,2023-08-28,2023,8,Monday,High
26047,1282,Headphones,8,410.07,3280.56,Ecuador,2023-01-04,2023,1,Wednesday,High
23839,1176,Tablet,2,516.9,1033.8,Colombia,2023-08-16,2023,8,Wednesday,Low
21258,1460,Keyboard,2,577.92,1155.84,Ecuador,2023-06-23,2023,6,Friday,Medium
28706,1097,Laptop,6,545.75,3274.5,Ecuador,2023-11-22,2023,11,Wednesday,High
24804,1104,Mouse,1,500.11,500.11,Chile,2023-02-05,2023,2,Sunday,Low
20067,1098,Keyboard,8,73.44,587.52,Colombia,2023-01-27,2023,1,Friday,Low
29788,1384,Keyboard,2,734.46,1468.92,Colombia,2023-07-09,2023,7,Sunday,Medium
25660,1404,Tablet,7,357.84,2504.88,Ecuador,2023-01-17,2023,1,Tuesday,Medium
24478,1495,Monitor,5,356.36,1781.8,Colombia,2023-05-08,2023,5,Monday,Medium
23521,1005,Mouse,8,787.9,6303.2,Colombia,2023-06-30,2023,6,Friday,High
20572,1475,Monitor,4,217.56,870.24,Ecuador,2023-01-08,2023,1,Sunday,Low
27082,1464,Printer,2,989.29,1978.58,Colombia,2023-12-08,2023,12,Friday,Medium
27832,1196,Printer,6,942.88,5657.28,Chile,2023-05-15,2023,5,Monday,High
25395,1350,Mouse,3,215.94,647.82,Chile,2023-03-11,2023,3,Saturday,Low
22258,1132,Keyboard,6,811.58,4869.48,Chile,2023-05-22,2023,5,Monday,High
20650,1258,Tablet,9,375.37,3378.33,Ecuador,2023-05-15,2023,5,Monday,High
25741,1436,Laptop,5,594.33,2971.65,Ecuador,2023-08-09,2023,8,Wednesday,Medium
26838,1022,Laptop,4,696.94,2787.76,Colombia,2023-03-11,2023,3,Saturday,Medium
23262,1164,Monitor,5,402.27,2011.35,Ecuador,2023-02-26,2023,2,Sunday,Medium
21338,1201,Phone,8,877.66,7021.28,Chile,2023-02-20,2023,2,Monday,High
24996,1457,Laptop,5,790.24,3951.2,Peru,2023-09-14,2023,9,Thursday,High
25780,1082,Printer,6,855.8,5134.8,Ecuador,2023-07-06,2023,7,Thursday,High
22827,1144,Printer,7,831.95,5823.65,Peru,2023-10-25,2023,10,Wednesday,High
25232,1084,Monitor,5,202.05,1010.25,Ecuador,2023-10-21,2023,10,Saturday,Low
23539,1456,Headphones,5,793.44,3967.2,Colombia,2023-03-07,2023,3,Tuesday,High
27845,1365,Laptop,7,199.86,1399.02,Colombia,2023-04-06,2023,4,Thursday,Medium
29229,1000,Headphones,8,498.1,3984.8,Peru,2023-04-14,2023,4,Friday,High
24383,1050,Headphones,3,415.35,1246.05,Peru,2023-02-12,2023,2,Sunday,Medium
22961,1172,Monitor,4,39.18,156.72,Colombia,2023-05-15,2023,5,Monday,Low
23226,1204,Keyboard,9,582.29,5240.61,Colombia,2023-04-25,2023,4,Tuesday,High
27031,1445,Tablet,8,814.63,6517.04,Peru,2023-01-07,2023,1,Saturday,High
29290,1448,Keyboard,2,553.65,1107.3,Ecuador,2023-05-18,2023,5,Thursday,Low
23716,1487,Mouse,8,384.25,3074.0,Colombia,2023-07-04,2023,7,Tuesday,High
23414,1287,Monitor,6,465.96,2795.76,Peru,2023-09-06,2023,9,Wednesday,Medium
21448,1033,Mouse,7,32.34,226.38,Colombia,2023-03-29,2023,3,Wednesday,Low
20570,1347,Headphones,3,564.29,1692.87,Colombia,2023-09-16,2023,9,Saturday,Medium
22904,1094,Keyboard,1,413.1,413.1,Colombia,2023-03-22,2023,3,Wednesday,Low
22505,1071,Laptop,1,539.45,539.45,Colombia,2023-05-06,2023,5,Saturday,Low
20917,1038,Phone,7,513.32,3593.24,Ecuador,2023-11-05,2023,11,Sunday,High
21678,1437,Tablet,6,835.78,5014.68,Colombia,2023-04-04,2023,4,Tuesday,High
29941,1258,Headphones,1,984.35,984.35,Peru,2023-02-01,2023,2,Wednesday,Low
27086,1378,Printer,5,998.61,4993.05,Peru,2023-01-25,2023,1,Wednesday,High
24749,1305,Laptop,4,830.38,3321.52,Colombia,2023-08-01,2023,8,Tuesday,High
23505,1267,Phone,7,360.7,2524.9,Chile,2023-07-29,2023,7,Saturday,Medium
24529,1448,Headphones,6,304.52,1827.12,Colombia,2023-07-04,2023,7,Tuesday,Medium
21135,1053,Monitor,5,699.47,3497.35,Chile,2023-12-08,2023,12,Friday,High
25162,1477,Headphones,7,972.44,6807.08,Chile,2023-11-30,2023,11,Thursday,High
20206,1221,Headphones,9,567.01,5103.09,Colombia,2023-01-13,2023,1,Friday,High
24875,1250,Laptop,5,159.41,797.05,Ecuador,2023-08-30,2023,8,Wednesday,Low
21319,1312,Mouse,8,629.98,5039.84,Peru,2023-10-19,2023,10,Thursday,High
21141,1400,Keyboard,8,860.84,6886.72,Colombia,2023-05-30,2023,5,Tuesday,High
24627,1111,Tablet,9,826.94,7442.46,Ecuador,2023-03-01,2023,3,Wednesday,High
27389,1254,Phone,1,990.27,990.27,Colombia,2023-08-07,2023,8,Monday,Low
27323,1406,Laptop,4,463.07,1852.28,Chile,2023-05-12,2023,5,Friday,Medium
23255,1206,Monitor,3,724.36,2173.08,Colombia,2023-01-09,2023,1,Monday,Medium
28281,1228,Printer,7,323.68,2265.76,Colombia,2023-11-21,2023,11,Tuesday,Medium
25213,1340,Phone,1,214.92,214.92,Chile,2023-03-13,2023,3,Monday,Low
24108,1397,Headphones,5,979.07,4895.35,Ecuador,2023-08-18,2023,8,Friday,High
23020,1065,Printer,1,287.14,287.14,Ecuador,2023-02-20,2023,2,Monday,Low
21857,1074,Mouse,3,298.31,894.93,Colombia,2023-10-28,2023,10,Saturday,Low
28996,1434,Mouse,9,806.28,7256.52,Peru,2023-09-23,2023,9,Saturday,High
29136,1102,Tablet,6,627.52,3765.12,Ecuador,2023-06-12,2023,6,Monday,High
22789,1421,Tablet,7,438.28,3067.96,Chile,2023-08-26,2023,8,Saturday,High
23875,1191,Tablet,8,641.29,5130.32,Ecuador,2023-11-05,2023,11,Sunday,High
29802,1225,Phone,6,833.67,5002.02,Chile,2023-10-28,2023,10,Saturday,High
28135,1293,Laptop,5,588.05,2940.25,Colombia,2023-09-11,2023,9,Monday,Medium
26055,1305,Laptop,2,83.37,166.74,Colombia,2023-12-24,2023,12,Sunday,Low
23882,1097,Tablet,5,619.46,3097.3,Ecuador,2023-04-28,2023,4,Friday,High
27175,1337,Headphones,2,951.03,1902.06,Chile,2023-09-08,2023,9,Friday,Medium
27129,1285,Headphones,1,384.19,384.19,Colombia,2023-01-12,2023,1,Thursday,Low
25021,1334,Keyboard,7,35.17,246.19,Colombia,2023-10-21,2023,10,Saturday,Low
24735,1346,Tablet,6,591.64,3549.84,Colombia,2023-03-06,2023,3,Monday,High
22387,1434,Phone,2,701.23,1402.46,Chile,2023-10-27,2023,10,Friday,Medium
26582,1446,Printer,4,474.74,1898.96,Chile,2023-07-28,2023,7,Friday,Medium
29133,1481,Tablet,2,534.14,1068.28,Chile,2023-10-31,2023,10,Tuesday,Low
25866,1307,Headphones,7,833.92,5837.44,Ecuador,2023-04-26,2023,4,Wednesday,High
20975,1165,Laptop,2,87.49,174.98,Colombia,2023-02-26,2023,2,Sunday,Low
27212,1480,Tablet,4,369.5,1478.0,Ecuador,2023-09-11,2023,9,Monday,Medium
21262,1334,Printer,9,43.45,391.05,Ecuador,2023-11-25,2023,11,Saturday,Low
25047,1029,Laptop,3,218.28,654.84,Chile,2023-03-08,2023,3,Wednesday,Low
27382,1105,Monitor,7,43.1,301.7,Ecuador,2023-08-03,2023,8,Thursday,Low
26231,1050,Laptop,8,107.03,856.24,Chile,2023-04-16,2023,4,Sunday,Low
23327,1080,Headphones,3,344.57,1033.71,Colombia,2023-03-06,2023,3,Monday,Low
22259,1284,Monitor,4,509.71,2038.84,Colombia,2023-12-19,2023,12,Tuesday,Medium
21257,1387,Mouse,2,590.95,1181.9,Colombia,2023-05-13,2023,5,Saturday,Medium
20464,1137,Laptop,4,81.55,326.2,Peru,2023-03-20,2023,3,Monday,Low
23294,1183,Tablet,5,664.62,3323.1,Peru,2023-06-08,2023,6,Thursday,High
27431,1329,Monitor,8,494.69,3957.52,Peru,2023-12-22,2023,12,Friday,High
29076,1339,Laptop,2,214.38,428.76,Ecuador,2023-02-24,2023,2,Friday,Low
23805,1471,Keyboard,6,343.87,2063.22,Chile,2023-06-21,2023,6,Wednesday,Medium
26419,1068,Monitor,1,259.75,259.75,Chile,2023-05-26,2023,5,Friday,Low
25750,1033,Tablet,5,411.35,2056.75,Ecuador,2023-08-15,2023,8,Tuesday,Medium
23856,1261,Headphones,9,24.06,216.54,Chile,2023-11-19,2023,11,Sunday,Low
26953,1449,Keyboard,6,460.47,2762.82,Peru,2023-01-27,2023,1,Friday,Medium
26034,1125,Tablet,1,710.78,710.78,Ecuador,2023-10-01,2023,10,Sunday,Low
24589,1234,Printer,5,349.68,1748.4,Chile,2023-08-03,2023,8,Thursday,Medium
21546,1042,Headphones,9,524.8,4723.2,Colombia,2023-04-17,2023,4,Monday,High
26065,1239,Monitor,6,53.47,320.82,Colombia,2023-10-07,2023,10,Saturday,Low
21094,1458,Printer,9,776.2,6985.8,Colombia,2023-03-02,2023,3,Thursday,High
22411,1370,Printer,4,498.57,1994.28,Ecuador,2023-11-02,2023,11,Thursday,Medium
22617,1110,Printer,7,739.86,5179.02,Ecuador,2023-05-02,2023,5,Tuesday,High
28954,1248,Monitor,8,410.18,3281.44,Ecuador,2023-02-14,2023,2,Tuesday,High
24145,1150,Headphones,1,851.76,851.76,Colombia,2023-04-17,2023,4,Monday,Low
22775,1182,Headphones,6,173.52,1041.12,Colombia,2023-12-23,2023,12,Saturday,Low
23155,1094,Mouse,3,395.76,1187.28,Chile,2023-04-04,2023,4,Tuesday,Medium
23970,1458,Phone,5,392.58,1962.9,Peru,2023-01-13,2023,1,Friday,Medium
27972,1373,Tablet,3,599.4,1798.2,Ecuador,2023-06-12,2023,6,Monday,Medium
28775,1399,Keyboard,4,391.62,1566.48,Colombia,2023-12-03,2023,12,Sunday,Medium
25415,1007,Laptop,5,691.49,3457.45,Colombia,2023-10-02,2023,10,Monday,High
24331,1387,Mouse,7,282.8,1979.6,Colombia,2023-03-07,2023,3,Tuesday,Medium
21942,1359,Headphones,6,28.34,170.04,Ecuador,2023-09-16,2023,9,Saturday,Low
26026,1387,Printer,3,488.76,1466.28,Ecuador,2023-06-27,2023,6,Tuesday,Medium
28301,1183,Headphones,8,328.45,2627.6,Colombia,2023-01-17,2023,1,Tuesday,Medium
20191,1280,Monitor,7,382.62,2678.34,Ecuador,2023-06-21,2023,6,Wednesday,Medium
29095,1194,Printer,7,784.57,5491.99,Chile,2023-05-29,2023,5,Monday,High
20861,1351,Printer,7,324.78,2273.46,Colombia,2023-01-29,2023,1,Sunday,Medium
26711,1194,Mouse,1,170.28,170.28,Chile,2023-10-06,2023,10,Friday,Low
29275,1154,Monitor,5,922.57,4612.85,Colombia,2023-06-25,2023,6,Sunday,High
20649,1092,Laptop,5,203.61,1018.05,Ecuador,2023-06-24,2023,6,Saturday,Low
24134,1159,Monitor,6,564.64,3387.84,Ecuador,2023-11-18,2023,11,Saturday,High
27587,1433,Monitor,4,269.92,1079.68,Colombia,2023-11-26,2023,11,Sunday,Low
28828,1060,Mouse,8,312.39,2499.12,Peru,2023-08-21,2023,8,Monday,Medium
21036,1121,Tablet,1,709.17,709.17,Ecuador,2023-07-25,2023,7,Tuesday,Low
24131,1050,Headphones,3,460.77,1382.31,Colombia,2023-04-03,2023,4,Monday,Medium
22148,1402,Keyboard,6,404.17,2425.02,Colombia,2023-03-24,2023,3,Friday,Medium
25457,1276,Keyboard,7,481.72,3372.04,Peru,2023-05-10,2023,5,Wednesday,High
22430,1465,Monitor,9,915.3,8237.7,Ecuador,2023-05-15,2023,5,Monday,High
21879,1091,Printer,3,456.08,1368.24,Colombia,2023-01-13,2023,1,Friday,Medium
27542,1169,Printer,3,19.97,59.91,Ecuador,2023-08-12,2023,8,Saturday,Low
22011,1316,Laptop,3,444.27,1332.81,Ecuador,2023-08-29,2023,8,Tuesday,Medium
23373,1021,Mouse,5,214.85,1074.25,Ecuador,2023-11-02,2023,11,Thursday,Low
21289,1325,Laptop,1,810.94,810.94,Colombia,2023-11-03,2023,11,Friday,Low
21447,1000,Phone,4,675.17,2700.68,Ecuador,2023-04-26,2023,4,Wednesday,Medium
23199,1132,Keyboard,6,966.18,5797.08,Colombia,2023-05-22,2023,5,Monday,High
26381,1232,Phone,1,866.41,866.41,Ecuador,2023-11-28,2023,11,Tuesday,Low
26059,1345,Printer,8,155.33,1242.64,Colombia,2023-08-18,2023,8,Friday,Medium
23183,1045,Laptop,5,27.26,136.3,Colombia,2023-06-27,2023,6,Tuesday,Low
25462,1033,Mouse,4,82.85,331.4,Colombia,2023-11-03,2023,11,Friday,Low
23216,1432,Printer,2,781.28,1562.56,Peru,2023-10-08,2023,10,Sunday,Medium
23136,1077,Headphones,5,966.52,4832.6,Colombia,2023-04-20,2023,4,Thursday,High
22782,1300,Monitor,4,146.99,587.96,Ecuador,2023-09-19,2023,9,Tuesday,Low
29182,1410,Mouse,5,748.79,3743.95,Colombia,2023-01-03,2023,1,Tuesday,High
27657,1072,Keyboard,7,514.96,3604.72,Ecuador,2023-01-18,2023,1,Wednesday,High
24920,1281,Headphones,3,641.44,1924.32,Ecuador,2023-11-25,2023,11,Saturday,Medium
26324,1248,Printer,6,42.65,255.9,Ecuador,2023-03-13,2023,3,Monday,Low
28417,1120,Tablet,6,673.62,4041.72,Ecuador,2023-07-10,2023,7,Monday,High
20776,1213,Printer,9,933.45,8401.05,Chile,2023-07-24,2023,7,Monday,High
25208,1238,Monitor,2,115.42,230.84,Colombia,2023-06-14,2023,6,Wednesday,Low
20687,1055,Phone,3,229.43,688.29,Ecuador,2023-08-15,2023,8,Tuesday,Low
25067,1106,Tablet,1,205.43,205.43,Colombia,2023-09-14,2023,9,Thursday,Low
28080,1318,Phone,5,926.01,4630.05,Ecuador,2023-09-06,2023,9,Wednesday,High
25518,1047,Mouse,7,948.0,6636.0,Colombia,2023-05-15,2023,5,Monday,High
22153,1060,Keyboard,8,637.71,5101.68,Peru,2023-11-18,2023,11,Saturday,High
29486,1336,Tablet,5,986.17,4930.85,Colombia,2023-05-14,2023,5,Sunday,High
26094,1025,Laptop,8,768.37,6146.96,Colombia,2023-12-21,2023,12,Thursday,High
29718,1256,Headphones,3,538.06,1614.18,Ecuador,2023-04-30,2023,4,Sunday,Medium
24774,1007,Printer,8,264.2,2113.6,Colombia,2023-07-29,2023,7,Saturday,Medium
27692,1112,Printer,5,416.17,2080.85,Chile,2023-05-04,2023,5,Thursday,Medium
23103,1354,Laptop,1,906.93,906.93,Colombia,2023-12-22,2023,12,Friday,Low
22440,1252,Tablet,4,938.51,3754.04,Ecuador,2023-11-10,2023,11,Friday,High
24135,1179,Monitor,2,770.72,1541.44,Colombia,2023-12-14,2023,12,Thursday,Medium
27124,1206,Mouse,8,507.11,4056.88,Peru,2023-01-27,2023,1,Friday,High
25201,1302,Printer,9,260.33,2342.97,Colombia,2023-09-30,2023,9,Saturday,Medium
20844,1126,Phone,2,47.74,95.48,Ecuador,2023-10-28,2023,10,Saturday,Low
20446,1055,Printer,4,577.42,2309.68,Ecuador,2023-09-22,2023,9,Friday,Medium
23915,1213,Mouse,9,334.17,3007.53,Ecuador,2023-01-01,2023,1,Sunday,Medium
21234,1473,Monitor,8,139.53,1116.24,Colombia,2023-08-10,2023,8,Thursday,Low
26587,1027,Keyboard,4,434.9,1739.6,Peru,2023-08-05,2023,8,Saturday,Medium
20226,1470,Keyboard,4,25.58,102.32,Peru,2023-05-15,2023,5,Monday,Low
24143,1077,Tablet,4,664.77,2659.08,Peru,2023-02-26,2023,2,Sunday,Medium
27185,1215,Headphones,8,92.37,738.96,Ecuador,2023-07-29,2023,7,Saturday,Low
25558,1385,Monitor,5,699.83,3499.15,Ecuador,2023-05-08,2023,5,Monday,High
